Índice,Aceleracion_Z,Comentario
0,-9.097966,70 compresiones
1,-9.090784,70 compresiones
2,-9.040505,70 compresiones
3,-9.136273,70 compresiones
4,-9.095572,70 compresiones
5,-9.059659,70 compresiones
6,-9.090784,70 compresiones
7,-9.121908,70 compresiones
8,-9.069236,70 compresiones
9,-9.165004,70 compresiones
10,-9.028535,70 compresiones
11,-9.083601,70 compresiones
12,-9.074024,70 compresiones
13,-9.069236,70 compresiones
14,-9.119514,70 compresiones
15,-9.076419,70 compresiones
16,-9.081207,70 compresiones
17,-9.083601,70 compresiones
18,-9.059659,70 compresiones
19,-9.081207,70 compresiones
20,-9.126697,70 compresiones
21,-9.01417,70 compresiones
22,-9.078813,70 compresiones
23,-9.109938,70 compresiones
24,-9.02614,70 compresiones
25,-9.153033,70 compresiones
26,-9.0429,70 compresiones
27,-9.085996,70 compresiones
28,-9.07163,70 compresiones
29,-9.07163,70 compresiones
30,-9.018958,70 compresiones
31,-9.02614,70 compresiones
32,-9.074024,70 compresiones
33,-9.105149,70 compresiones
34,-9.059659,70 compresiones
35,-9.004593,70 compresiones
36,-9.054871,70 compresiones
37,-9.085996,70 compresiones
38,-9.109938,70 compresiones
39,-9.141062,70 compresiones
40,-8.987833,70 compresiones
41,-8.631097,70 compresiones
42,-9.064447,70 compresiones
43,-9.176975,70 compresiones
44,-9.28232,70 compresiones
45,-9.078813,70 compresiones
46,-9.078813,70 compresiones
47,-9.28232,70 compresiones
48,-9.19134,70 compresiones
49,-9.035717,70 compresiones
50,-9.078813,70 compresiones
51,-9.07163,70 compresiones
52,-9.006987,70 compresiones
53,-9.01417,70 compresiones
54,-9.023746,70 compresiones
55,-8.963891,70 compresiones
56,-9.141062,70 compresiones
57,-9.174581,70 compresiones
58,-9.085996,70 compresiones
59,-9.112331,70 compresiones
60,-9.021352,70 compresiones
61,-9.033323,70 compresiones
62,-9.002198,70 compresiones
63,-9.011775,70 compresiones
64,-9.160215,70 compresiones
65,-9.083601,70 compresiones
66,-9.074024,70 compresiones
67,-9.105149,70 compresiones
68,-8.930372,70 compresiones
69,-9.07163,70 compresiones
70,-9.02614,70 compresiones
71,-9.105149,70 compresiones
72,-9.066842,70 compresiones
73,-9.011775,70 compresiones
74,-8.971074,70 compresiones
75,-8.975863,70 compresiones
76,-9.13388,70 compresiones
77,-9.081207,70 compresiones
78,-9.109938,70 compresiones
79,-9.050082,70 compresiones
80,-9.076419,70 compresiones
81,-9.155427,70 compresiones
82,-9.184157,70 compresiones
83,-9.047688,70 compresiones
84,-9.066842,70 compresiones
85,-8.925584,70 compresiones
86,-8.966286,70 compresiones
87,-9.016563,70 compresiones
88,-9.160215,70 compresiones
89,-9.0429,70 compresiones
90,-9.13388,70 compresiones
91,-9.038112,70 compresiones
92,-9.107543,70 compresiones
93,-9.174581,70 compresiones
94,-8.959103,70 compresiones
95,-9.481039,70 compresiones
96,-8.41083,70 compresiones
97,-8.714894,70 compresiones
98,-9.821015,70 compresiones
99,-10.06762,70 compresiones
100,-9.052477,70 compresiones
101,-8.738836,70 compresiones
102,-8.784326,70 compresiones
103,-8.607155,70 compresiones
104,-8.343793,70 compresiones
105,-9.205706,70 compresiones
106,-7.975086,70 compresiones
107,-7.673417,70 compresiones
108,-8.008605,70 compresiones
109,-8.413225,70 compresiones
110,-8.149862,70 compresiones
111,-8.183381,70 compresiones
112,-8.456321,70 compresiones
113,-9.979033,70 compresiones
114,-8.686164,70 compresiones
115,-8.561666,70 compresiones
116,-9.792285,70 compresiones
117,-10.50815,70 compresiones
118,-11.78426,70 compresiones
119,-11.54724,70 compresiones
120,-11.42034,70 compresiones
121,-14.35085,70 compresiones
122,-13.9558,70 compresiones
123,-12.51928,70 compresiones
124,-12.24634,70 compresiones
125,-11.70525,70 compresiones
126,-11.25754,70 compresiones
127,-11.40358,70 compresiones
128,-10.12508,70 compresiones
129,-10.41478,70 compresiones
130,-8.513782,70 compresiones
131,-6.933608,70 compresiones
132,-5.465962,70 compresiones
133,-8.951921,70 compresiones
134,-6.023811,70 compresiones
135,-6.631939,70 compresiones
136,-7.448361,70 compresiones
137,-7.046135,70 compresiones
138,-6.713342,70 compresiones
139,-10.7763,70 compresiones
140,-9.021352,70 compresiones
141,-10.26155,70 compresiones
142,-10.17057,70 compresiones
143,-9.928755,70 compresiones
144,-7.960721,70 compresiones
145,-7.941567,70 compresiones
146,-7.934384,70 compresiones
147,-8.99741,70 compresiones
148,-8.394072,70 compresiones
149,-8.396465,70 compresiones
150,-10.06762,70 compresiones
151,-4.616021,70 compresiones
152,-8.971074,70 compresiones
153,-6.926425,70 compresiones
154,-10.33098,70 compresiones
155,-4.398149,70 compresiones
156,-7.364564,70 compresiones
157,-6.813898,70 compresiones
158,-5.741296,70 compresiones
159,-6.655881,70 compresiones
160,-7.175423,70 compresiones
161,-7.762002,70 compresiones
162,-8.166622,70 compresiones
163,-9.660604,70 compresiones
164,-12.27986,70 compresiones
165,-12.21043,70 compresiones
166,-7.807492,70 compresiones
167,-7.819463,70 compresiones
168,-8.130709,70 compresiones
169,-8.408437,70 compresiones
170,-9.150639,70 compresiones
171,-8.480263,70 compresiones
172,-8.63828,70 compresiones
173,-8.602366,70 compresiones
174,-8.5473,70 compresiones
175,-8.315063,70 compresiones
176,-8.291121,70 compresiones
177,-8.659827,70 compresiones
178,-7.565677,70 compresiones
179,-7.850587,70 compresiones
180,-7.596802,70 compresiones
181,-7.477092,70 compresiones
182,-6.136339,70 compresiones
183,-6.675035,70 compresiones
184,-7.61835,70 compresiones
185,-6.708553,70 compresiones
186,-8.494628,70 compresiones
187,-9.112331,70 compresiones
188,-10.99417,70 compresiones
189,-11.07797,70 compresiones
190,-11.62145,70 compresiones
191,-9.370906,70 compresiones
192,-12.61026,70 compresiones
193,-13.52245,70 compresiones
194,-10.77151,70 compresiones
195,-11.9758,70 compresiones
196,-11.15698,70 compresiones
197,-11.09473,70 compresiones
198,-12.20803,70 compresiones
199,-11.51132,70 compresiones
200,-10.53449,70 compresiones
201,-10.17057,70 compresiones
202,-8.992621,70 compresiones
203,-8.822633,70 compresiones
204,-9.459491,70 compresiones
205,-10.89362,70 compresiones
206,-9.957485,70 compresiones
207,-7.671022,70 compresiones
208,-6.816292,70 compresiones
209,-6.919243,70 compresiones
210,-6.452374,70 compresiones
211,-7.285556,70 compresiones
212,-6.330269,70 compresiones
213,-7.455544,70 compresiones
214,-8.959103,70 compresiones
215,-9.076419,70 compresiones
216,-8.377312,70 compresiones
217,-8.705317,70 compresiones
218,-8.192958,70 compresiones
219,-8.06846,70 compresiones
220,-9.557653,70 compresiones
221,-8.056489,70 compresiones
222,-7.551312,70 compresiones
223,-8.243237,70 compresiones
224,-8.78672,70 compresiones
225,-8.389283,70 compresiones
226,-8.240842,70 compresiones
227,-7.999028,70 compresiones
228,-7.611167,70 compresiones
229,-7.726089,70 compresiones
230,-7.331046,70 compresiones
231,-6.744466,70 compresiones
232,-5.949591,70 compresiones
233,-5.145139,70 compresiones
234,-4.707001,70 compresiones
235,-5.820304,70 compresiones
236,-9.346964,70 compresiones
237,-8.803479,70 compresiones
238,-11.3557,70 compresiones
239,-12.79461,70 compresiones
240,-9.579201,70 compresiones
241,-17.08023,70 compresiones
242,-16.56309,70 compresiones
243,-12.24155,70 compresiones
244,-12.06917,70 compresiones
245,-9.928755,70 compresiones
246,-10.72602,70 compresiones
247,-10.86489,70 compresiones
248,-10.93192,70 compresiones
249,-10.18733,70 compresiones
250,-11.13304,70 compresiones
251,-9.933543,70 compresiones
252,-8.532935,70 compresiones
253,-10.04607,70 compresiones
254,-9.334992,70 compresiones
255,-10.79546,70 compresiones
256,-11.37725,70 compresiones
257,-8.604761,70 compresiones
258,-3.931279,70 compresiones
259,-7.90326,70 compresiones
260,-9.734824,70 compresiones
261,-8.65025,70 compresiones
262,-6.136339,70 compresiones
263,-7.704541,70 compresiones
264,-6.531382,70 compresiones
265,-7.283162,70 compresiones
266,-7.292738,70 compresiones
267,-6.981492,70 compresiones
268,-7.807492,70 compresiones
269,-8.248025,70 compresiones
270,-8.123527,70 compresiones
271,-7.922413,70 compresiones
272,-7.850587,70 compresiones
273,-7.93199,70 compresiones
274,-8.583213,70 compresiones
275,-8.882488,70 compresiones
276,-8.731653,70 compresiones
277,-7.718906,70 compresiones
278,-7.635109,70 compresiones
279,-7.848193,70 compresiones
280,-6.658275,70 compresiones
281,-6.926425,70 compresiones
282,-5.44202,70 compresiones
283,-5.497087,70 compresiones
284,-5.45878,70 compresiones
285,-6.026206,70 compresiones
286,-8.386889,70 compresiones
287,-10.70448,70 compresiones
288,-10.98939,70 compresiones
289,-16.76181,70 compresiones
290,-15.44021,70 compresiones
291,-13.98693,70 compresiones
292,-12.47619,70 compresiones
293,-11.42513,70 compresiones
294,-11.99016,70 compresiones
295,-11.21923,70 compresiones
296,-11.9351,70 compresiones
297,-10.47463,70 compresiones
298,-10.58716,70 compresiones
299,-7.146692,70 compresiones
300,-5.552154,70 compresiones
301,-5.832275,70 compresiones
302,-4.912902,70 compresiones
303,-8.41083,70 compresiones
304,-10.80743,70 compresiones
305,-11.78187,70 compresiones
306,-13.02206,70 compresiones
307,-13.01488,70 compresiones
308,-16.39071,70 compresiones
309,-14.96137,70 compresiones
310,-12.87841,70 compresiones
311,-12.49773,70 compresiones
312,-12.05002,70 compresiones
313,-11.41795,70 compresiones
314,-11.52569,70 compresiones
315,-10.96784,70 compresiones
316,-10.67096,70 compresiones
317,-10.60871,70 compresiones
318,-10.72363,70 compresiones
319,-7.718906,70 compresiones
320,-9.782708,70 compresiones
321,-9.433155,70 compresiones
322,-5.679047,70 compresiones
323,-6.248867,70 compresiones
324,-8.087613,70 compresiones
325,-7.041347,70 compresiones
326,-7.388506,70 compresiones
327,-6.019023,70 compresiones
328,-7.402872,70 compresiones
329,-7.505822,70 compresiones
330,-8.384495,70 compresiones
331,-8.413225,70 compresiones
332,-8.834604,70 compresiones
333,-8.358158,70 compresiones
334,-8.853758,70 compresiones
335,-8.264784,70 compresiones
336,-8.109161,70 compresiones
337,-8.14268,70 compresiones
338,-7.714118,70 compresiones
339,-7.66384,70 compresiones
340,-7.603985,70 compresiones
341,-7.110779,70 compresiones
342,-6.991069,70 compresiones
343,-5.923255,70 compresiones
344,-5.93762,70 compresiones
345,-4.72376,70 compresiones
346,-5.497087,70 compresiones
347,-7.25922,70 compresiones
348,-9.387665,70 compresiones
349,-9.878476,70 compresiones
350,-12.15536,70 compresiones
351,-13.61583,70 compresiones
352,-15.6509,70 compresiones
353,-8.334216,70 compresiones
354,-8.626308,70 compresiones
355,-8.734048,70 compresiones
356,-8.195353,70 compresiones
357,-8.180987,70 compresiones
358,-7.223307,70 compresiones
359,-7.177817,70 compresiones
360,-7.218518,70 compresiones
361,-6.933608,70 compresiones
362,-5.655105,70 compresiones
363,-5.05416,70 compresiones
364,-5.255273,70 compresiones
365,-5.027823,70 compresiones
366,-6.330269,70 compresiones
367,-10.19451,70 compresiones
368,-14.47774,70 compresiones
369,-12.11227,70 compresiones
370,-14.0803,70 compresiones
371,-14.37718,70 compresiones
372,-13.25191,70 compresiones
373,-12.88559,70 compresiones
374,-11.03488,70 compresiones
375,-11.78905,70 compresiones
376,-10.4052,70 compresiones
377,-9.665392,70 compresiones
378,-10.35732,70 compresiones
379,-10.12029,70 compresiones
380,-8.535329,70 compresiones
381,-9.923966,70 compresiones
382,-9.277532,70 compresiones
383,-10.43633,70 compresiones
384,-11.12107,70 compresiones
385,-8.868123,70 compresiones
386,-9.67018,70 compresiones
387,-6.962338,70 compresiones
388,-7.208941,70 compresiones
389,-7.48188,70 compresiones
390,-7.03177,70 compresiones
391,-7.024588,70 compresiones
392,-7.120356,70 compresiones
393,-7.831434,70 compresiones
394,-7.728483,70 compresiones
395,-7.73806,70 compresiones
396,-8.032547,70 compresiones
397,-8.111555,70 compresiones
398,-7.991845,70 compresiones
399,-7.015011,70 compresiones
400,-7.637504,70 compresiones
401,-7.773973,70 compresiones
402,-8.482656,70 compresiones
403,-6.505046,70 compresiones
404,-6.572083,70 compresiones
405,-6.6894,70 compresiones
406,-6.258443,70 compresiones
407,-6.378153,70 compresiones
408,-6.641516,70 compresiones
409,-7.553706,70 compresiones
410,-8.286332,70 compresiones
411,-7.922413,70 compresiones
412,-8.018182,70 compresiones
413,-7.778761,70 compresiones
414,-8.013393,70 compresiones
415,-7.841011,70 compresiones
416,-7.85777,70 compresiones
417,-7.402872,70 compresiones
418,-6.931214,70 compresiones
419,-7.283162,70 compresiones
420,-6.466739,70 compresiones
421,-6.040571,70 compresiones
422,-5.023035,70 compresiones
423,-6.490681,70 compresiones
424,-6.332664,70 compresiones
425,-10.47224,70 compresiones
426,-11.87045,70 compresiones
427,-9.591172,70 compresiones
428,-13.07234,70 compresiones
429,-12.15057,70 compresiones
430,-13.69723,70 compresiones
431,-12.42591,70 compresiones
432,-11.73398,70 compresiones
433,-11.3964,70 compresiones
434,-10.76433,70 compresiones
435,-11.29106,70 compresiones
436,-10.56801,70 compresiones
437,-11.48738,70 compresiones
438,-11.05642,70 compresiones
439,-6.438008,70 compresiones
440,-10.34295,70 compresiones
441,-9.14585,70 compresiones
442,-11.19768,70 compresiones
443,-9.495404,70 compresiones
444,-8.92319,70 compresiones
445,-3.186682,70 compresiones
446,-7.192182,70 compresiones
447,-7.053318,70 compresiones
448,-6.801927,70 compresiones
449,-5.05416,70 compresiones
450,-7.412448,70 compresiones
451,-7.821857,70 compresiones
452,-8.346188,70 compresiones
453,-7.82904,70 compresiones
454,-7.862558,70 compresiones
455,-7.726089,70 compresiones
456,-8.286332,70 compresiones
457,-7.90326,70 compresiones
458,-7.426814,70 compresiones
459,-6.785168,70 compresiones
460,-7.721301,70 compresiones
461,-6.160281,70 compresiones
462,-5.889736,70 compresiones
463,-10.01734,70 compresiones
464,-10.01495,70 compresiones
465,-5.717354,70 compresiones
466,-6.14831,70 compresiones
467,-7.180211,70 compresiones
468,-6.572083,70 compresiones
469,-6.967127,70 compresiones
470,-6.121974,70 compresiones
471,-8.3821,70 compresiones
472,-8.274361,70 compresiones
473,-7.778761,70 compresiones
474,-7.302315,70 compresiones
475,-7.685388,70 compresiones
476,-8.348581,70 compresiones
477,-7.843405,70 compresiones
478,-8.133103,70 compresiones
479,-7.225701,70 compresiones
480,-7.836222,70 compresiones
481,-7.675811,70 compresiones
482,-6.253655,70 compresiones
483,-5.765238,70 compresiones
484,-5.044583,70 compresiones
485,-3.952827,70 compresiones
486,-7.402872,70 compresiones
487,-11.1067,70 compresiones
488,-12.35169,70 compresiones
489,-17.176,70 compresiones
490,-15.54555,70 compresiones
491,-12.44027,70 compresiones
492,-13.58231,70 compresiones
493,-12.84968,70 compresiones
494,-12.23677,70 compresiones
495,-11.29584,70 compresiones
496,-12.25592,70 compresiones
497,-11.44189,70 compresiones
498,-10.75954,70 compresiones
499,-10.2831,70 compresiones
500,-8.954314,70 compresiones
501,-10.29507,70 compresiones
502,-9.998186,70 compresiones
503,-11.22881,70 compresiones
504,-8.671799,70 compresiones
505,-8.908825,70 compresiones
506,-6.730101,70 compresiones
507,-7.228095,70 compresiones
508,-7.939173,70 compresiones
509,-6.931214,70 compresiones
510,-7.742848,70 compresiones
511,-7.462727,70 compresiones
512,-8.099585,70 compresiones
513,-7.70933,70 compresiones
514,-7.584831,70 compresiones
515,-7.872135,70 compresiones
516,-7.941567,70 compresiones
517,-8.09719,70 compresiones
518,-9.023746,70 compresiones
519,-9.251195,70 compresiones
520,-6.976704,70 compresiones
521,-5.765238,70 compresiones
522,-5.614403,70 compresiones
523,-6.92882,70 compresiones
524,-7.805098,70 compresiones
525,-7.898471,70 compresiones
526,-7.807492,70 compresiones
527,-8.034941,70 compresiones
528,-7.824251,70 compresiones
529,-7.596802,70 compresiones
530,-8.001422,70 compresiones
531,-8.09719,70 compresiones
532,-7.548918,70 compresiones
533,-7.161057,70 compresiones
534,-6.414066,70 compresiones
535,-6.991069,70 compresiones
536,-6.545747,70 compresiones
537,-6.722919,70 compresiones
538,-5.130774,70 compresiones
539,-4.015076,70 compresiones
540,-8.520964,70 compresiones
541,-11.06361,70 compresiones
542,-9.186552,70 compresiones
543,-14.27902,70 compresiones
544,-12.98136,70 compresiones
545,-14.41309,70 compresiones
546,-14.19283,70 compresiones
547,-11.83933,70 compresiones
548,-12.25113,70 compresiones
549,-10.66617,70 compresiones
550,-11.95186,70 compresiones
551,-11.48738,70 compresiones
552,-11.46583,70 compresiones
553,11.52569,70 compresiones
554,-10.47942,70 compresiones
555,-10.62307,70 compresiones
556,-11.9327,70 compresiones
557,-11.45865,70 compresiones
558,-8.350976,70 compresiones
559,-9.457097,70 compresiones
560,-7.733272,70 compresiones
561,-4.362236,70 compresiones
562,-6.019023,70 compresiones
563,-7.311892,70 compresiones
564,-6.959944,70 compresiones
565,-7.8865,70 compresiones
566,-7.905654,70 compresiones
567,-5.559336,70 compresiones
568,-7.462727,70 compresiones
569,-7.486669,70 compresiones
570,-7.668628,70 compresiones
571,-8.889671,70 compresiones
572,-9.14585,70 compresiones
573,-7.568071,70 compresiones
574,-6.624756,70 compresiones
575,-5.420473,70 compresiones
576,-5.961562,70 compresiones
577,-5.102044,70 compresiones
578,-5.664681,70 compresiones
579,-8.250419,70 compresiones
580,-11.66216,70 compresiones
581,-10.92474,70 compresiones
582,-10.34295,70 compresiones
583,-7.943961,70 compresiones
584,-9.765948,70 compresiones
585,-9.706094,70 compresiones
586,-8.683769,70 compresiones
587,-7.395689,70 compresiones
588,-7.917625,70 compresiones
589,-7.630321,70 compresiones
590,-7.577648,70 compresiones
591,-7.85777,70 compresiones
592,-7.611167,70 compresiones
593,-7.776367,70 compresiones
594,-8.075643,70 compresiones
595,-8.793902,70 compresiones
596,-8.963891,70 compresiones
597,-8.60955,70 compresiones
598,-8.315063,70 compresiones
599,-8.23366,70 compresiones
600,-8.485051,70 compresiones
601,-8.441956,70 compresiones
602,-8.671799,70 compresiones
603,-8.415619,70 compresiones
604,-8.437167,70 compresiones
605,-7.876924,70 compresiones
606,-8.319851,70 compresiones
607,-7.017405,70 compresiones
608,-4.793192,70 compresiones
609,-2.932897,70 compresiones
610,-7.237672,70 compresiones
611,-7.917625,70 compresiones
612,-9.64145,70 compresiones
613,-9.785102,70 compresiones
614,-10.37887,70 compresiones
615,-13.92947,70 compresiones
616,-15.8137,70 compresiones
617,-13.77863,70 compresiones
618,-13.86961,70 compresiones
619,-13.27585,70 compresiones
620,-12.59111,70 compresiones
621,-13.28543,70 compresiones
622,-11.7268,70 compresiones
623,-11.35091,70 compresiones
624,-9.758766,70 compresiones
625,-8.391677,70 compresiones
626,-9.89763,70 compresiones
627,-10.42196,70 compresiones
628,-8.422802,70 compresiones
629,-8.59279,70 compresiones
630,-7.762002,70 compresiones
631,-7.785944,70 compresiones
632,-7.848193,70 compresiones
633,-6.981492,70 compresiones
634,-7.244854,70 compresiones
635,-7.146692,70 compresiones
636,-7.493851,70 compresiones
637,-8.664616,70 compresiones
638,-8.482656,70 compresiones
639,-9.064447,70 compresiones
640,-8.307879,70 compresiones
641,-8.611943,70 compresiones
642,-8.197746,70 compresiones
643,-8.348581,70 compresiones
644,-8.657434,70 compresiones
645,-8.343793,70 compresiones
646,-8.942344,70 compresiones
647,-8.3821,70 compresiones
648,-8.046912,70 compresiones
649,-7.802703,70 compresiones
650,-7.182605,70 compresiones
651,-4.903325,70 compresiones
652,-9.224859,70 compresiones
653,-9.244013,70 compresiones
654,-9.579201,70 compresiones
655,-7.915231,70 compresiones
656,-8.104373,70 compresiones
657,-8.494628,70 compresiones
658,-8.075643,70 compresiones
659,-7.240066,70 compresiones
660,-7.012617,70 compresiones
661,-7.967903,70 compresiones
662,-8.046912,70 compresiones
663,-8.221688,70 compresiones
664,-7.915231,70 compresiones
665,-8.544906,70 compresiones
666,-9.263166,70 compresiones
667,-8.590396,70 compresiones
668,-8.003817,70 compresiones
669,-7.90326,70 compresiones
670,-8.702923,70 compresiones
671,-8.274361,70 compresiones
672,-7.642292,70 compresiones
673,-7.797915,70 compresiones
674,-8.159439,70 compresiones
675,-8.528147,70 compresiones
676,-8.090008,70 compresiones
677,-6.447585,70 compresiones
678,-4.285621,70 compresiones
679,-1.472434,70 compresiones
680,-4.52983,70 compresiones
681,-6.244078,70 compresiones
682,-13.72835,70 compresiones
683,-11.53526,70 compresiones
684,-13.89834,70 compresiones
685,-15.72033,70 compresiones
686,-14.55196,70 compresiones
687,-14.47534,70 compresiones
688,-13.00291,70 compresiones
689,-14.88715,70 compresiones
690,-12.95742,70 compresiones
691,-11.46583,70 compresiones
692,-12.09072,70 compresiones
693,-11.51372,70 compresiones
694,-9.414001,70 compresiones
695,-10.54407,70 compresiones
696,-10.1179,70 compresiones
697,-10.3214,70 compresiones
698,-9.306262,70 compresiones
699,-7.795521,70 compresiones
700,-7.876924,70 compresiones
701,-6.818686,70 compresiones
702,-7.053318,70 compresiones
703,-5.77242,70 compresiones
704,-7.371747,70 compresiones
705,-8.552089,70 compresiones
706,-8.066066,70 compresiones
707,-8.305486,70 compresiones
708,-8.432379,70 compresiones
709,-8.868123,70 compresiones
710,-8.257602,70 compresiones
711,-7.769185,70 compresiones
712,-8.418014,70 compresiones
713,-7.960721,70 compresiones
714,-7.261614,70 compresiones
715,-6.998251,70 compresiones
716,-7.117962,70 compresiones
717,-9.545682,70 compresiones
718,-8.808268,70 compresiones
719,-7.584831,70 compresiones
720,-7.814674,70 compresiones
721,-7.716512,70 compresiones
722,-7.723695,70 compresiones
723,-7.955932,70 compresiones
724,-8.37013,70 compresiones
725,-8.094796,70 compresiones
726,-7.331046,70 compresiones
727,-7.970297,70 compresiones
728,-8.183381,70 compresiones
729,-8.341399,70 compresiones
730,-8.255207,70 compresiones
731,-7.891289,70 compresiones
732,-7.575254,70 compresiones
733,-7.833828,70 compresiones
734,-8.3821,70 compresiones
735,-8.995016,70 compresiones
736,-8.494628,70 compresiones
737,-6.519411,70 compresiones
738,-4.965574,70 compresiones
739,-3.047819,70 compresiones
740,-4.932055,70 compresiones
741,-4.987122,70 compresiones
742,-9.715671,70 compresiones
743,-11.71004,70 compresiones
744,-10.58716,70 compresiones
745,-14.84884,70 compresiones
746,-14.8249,70 compresiones
747,-12.88081,70 compresiones
748,-14.59984,70 compresiones
749,-13.82412,70 compresiones
750,-11.1498,70 compresiones
751,-11.52808,70 compresiones
752,-12.03565,70 compresiones
753,-11.19529,70 compresiones
754,-11.08276,70 compresiones
755,-7.544129,70 compresiones
756,-9.639056,70 compresiones
757,-10.74278,70 compresiones
758,-9.725247,70 compresiones
759,-7.151481,70 compresiones
760,-8.446744,70 compresiones
761,-8.815451,70 compresiones
762,-8.480263,70 compresiones
763,-7.733272,70 compresiones
764,-7.129933,70 compresiones
765,-6.399701,70 compresiones
766,-6.823475,70 compresiones
767,-8.090008,70 compresiones
768,-8.133103,70 compresiones
769,14.03481,70 compresiones
770,-13.84088,70 compresiones
771,-7.046135,70 compresiones
772,-9.64145,70 compresiones
773,-7.524976,70 compresiones
774,-8.396465,70 compresiones
775,-7.350199,70 compresiones
776,-10.46027,70 compresiones
777,-7.975086,70 compresiones
778,-6.706159,70 compresiones
779,-8.810662,70 compresiones
780,-7.309498,70 compresiones
781,-7.072472,70 compresiones
782,-7.232883,70 compresiones
783,-7.357382,70 compresiones
784,-6.904878,70 compresiones
785,-8.063671,70 compresiones
786,-7.805098,70 compresiones
787,-8.508993,70 compresiones
788,-8.157045,70 compresiones
789,-8.475474,70 compresiones
790,-8.681376,70 compresiones
791,-8.65025,70 compresiones
792,-8.798691,70 compresiones
793,-8.310274,70 compresiones
794,-7.884106,70 compresiones
795,-8.154651,70 compresiones
796,-8.030152,70 compresiones
797,-7.891289,70 compresiones
798,-8.185776,70 compresiones
799,-5.657499,70 compresiones
800,-4.60405,70 compresiones
801,-7.321469,70 compresiones
802,-9.825804,70 compresiones
803,-10.82898,70 compresiones
804,-9.933543,70 compresiones
805,-10.37168,70 compresiones
806,-12.53604,70 compresiones
807,-14.12818,70 compresiones
808,-14.6597,70 compresiones
809,-13.82652,70 compresiones
810,-12.46182,70 compresiones
811,-11.77229,70 compresiones
812,-11.69807,70 compresiones
813,-10.89362,70 compresiones
814,-9.682152,70 compresiones
815,-9.900024,70 compresiones
816,-8.99741,70 compresiones
817,-7.769185,70 compresiones
818,-8.880095,70 compresiones
819,-7.046135,70 compresiones
820,-8.599973,70 compresiones
821,-7.972692,70 compresiones
822,-7.541735,70 compresiones
823,-7.912837,70 compresiones
824,-7.826645,70 compresiones
825,-7.905654,70 compresiones
826,-8.322245,70 compresiones
827,-8.805874,70 compresiones
828,-8.482656,70 compresiones
829,-8.623915,70 compresiones
830,-8.238448,70 compresiones
831,-8.238448,70 compresiones
832,-9.770737,70 compresiones
833,-8.937555,70 compresiones
834,-8.767567,70 compresiones
835,-10.29267,70 compresiones
836,-7.158663,70 compresiones
837,-8.516175,70 compresiones
838,-8.147469,70 compresiones
839,-7.675811,70 compresiones
840,-7.584831,70 compresiones
841,-7.762002,70 compresiones
842,-7.862558,70 compresiones
843,-8.418014,70 compresiones
844,-8.5473,70 compresiones
845,-8.042124,70 compresiones
846,-8.829816,70 compresiones
847,-8.544906,70 compresiones
848,-8.568848,70 compresiones
849,-8.657434,70 compresiones
850,-8.655039,70 compresiones
851,-8.343793,70 compresiones
852,-7.661446,70 compresiones
853,-7.625533,70 compresiones
854,-8.183381,70 compresiones
855,-7.149086,70 compresiones
856,-3.91452,70 compresiones
857,-0.4477157,70 compresiones
858,-0.8978256,70 compresiones
859,-6.92882,70 compresiones
860,-12.62941,70 compresiones
861,-15.19839,70 compresiones
862,-13.94623,70 compresiones
863,-15.59344,70 compresiones
864,-16.25424,70 compresiones
865,-13.36922,70 compresiones
866,-14.31733,70 compresiones
867,-13.47217,70 compresiones
868,-10.58716,70 compresiones
869,-10.90559,70 compresiones
870,-10.46745,70 compresiones
871,-7.522582,70 compresiones
872,-10.33098,70 compresiones
873,-8.566454,70 compresiones
